,mobile,url,tm,title,content,source,location,type,tags,emotion,negative_cnt,comment_cnt,fee,speed,signal,5G,other,--,tag_num,one_tag,multi_tag
122,台哥大,[https://www.facebook.com/172835866095977/posts/4169596679753189/](https://www.facebook.com/172835866095977/posts/4169596679753189/),2021-05-15T12:56:21+08:00,[閒聊] 淘寶app讀取變很慢,台哥大+1,fans_comment,桃園,回文,其他,中立,0,0.0,0,0,0,0,1,0,1,其他,其他
123,台哥大,[https://finance.ettoday.net/news/1981272](https://finance.ettoday.net/news/1981272),2021-05-07T19:00:47+08:00,[問卦] 遠傳這波會給月租費減免嗎?,之前台哥大斷線 完全沒處理 更糞 還不是一堆人用,ettoday,,主文,收訊,負向,0,0.0,1,0,1,0,0,0,1,收訊,收訊
124,台哥大,[https://news.ltn.com.tw/news/life/breakingnews/3527939](https://news.ltn.com.tw/news/life/breakingnews/3527939),2021-05-05T19:55:00+08:00,[討論] 來測試看看你的遠傳是否被限速youtube？,台哥我這都測很順，開2倍速也跑得穩,ltn,,主文,網速,正向,0,0.0,0,1,0,0,0,0,1,網速,網速
125,中華,[https://www.ptt.cc/bbs/MobileComm/M.1637741468.A.385.html](https://www.ptt.cc/bbs/MobileComm/M.1637741468.A.385.html),2021-11-24T16:54:00+08:00,[問卦] 中華電信手機網路怎麼了,"今天一直在轉圈圈，我還以為阿共仔打過來了
還好我還有亞太門號才能上ptt
有人中華今天網路超爛的嗎??",ptt_comment,,回文,網速,負向,0,0.0,0,0,1,0,0,0,1,網速,網速
126,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6496471](https://www.mobile01.com/topicdetail.php?f=18&t=6496471),2021-11-23T16:53:00+08:00,[問題] 半年吃到飽短約建議,亞太199  嘻嘻,mobile01_comment,,回文,資費,正向,0,0.0,1,0,0,0,0,0,1,資費,資費
127,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6495071](https://www.mobile01.com/topicdetail.php?f=18&t=6495071),2021-11-21T01:58:00+08:00,[問題] 好像好一陣子沒收到亞太4G+ CA了,亞太現在有比較好了嗎？,mobile01_comment,,回文,其他,中立,0,0.0,0,0,1,0,0,0,1,其他,其他
128,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6493835](https://www.mobile01.com/topicdetail.php?f=18&t=6493835),2021-11-18T17:39:00+08:00,亞太的線上及語音客服比台灣XX還讚...,"我去要666666的號碼
跟我說沒有就算了
還嗆我這種號碼通常要多花錢
有夠爛的",mobile01_comment,,回文,其他,負向,0,0.0,0,0,0,0,1,0,1,其他,其他
129,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6493835](https://www.mobile01.com/topicdetail.php?f=18&t=6493835),2021-11-18T16:42:00+08:00,亞太的線上及語音客服比台灣XX還讚...,"問題是，號倉沒有我要的門號，
他們卻願意設法幫忙弄出來，
不管是線上或是電話客服，
都把消費者的需求當一回事，
協助處理。",mobile01_comment,,回文,其他,正向,0,0.0,0,0,0,0,1,0,1,其他,其他
130,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6491465](https://www.mobile01.com/topicdetail.php?f=18&t=6491465),2021-11-15T01:41:00+08:00,【問題】亞太電信 為什麼 有人會用?,88也挺好用的,mobile01_comment,,回文,資費,正向,0,0.0,1,0,0,0,0,0,1,資費,資費
131,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6490979](https://www.mobile01.com/topicdetail.php?f=18&t=6490979),2021-11-14T00:20:00+08:00,[心得] 台星299轉亞太211,一生一定要用一次亞太,mobile01_comment,,回文,資費,正向,0,0.0,1,0,0,0,1,0,1,其他,其他
132,亞太,[https://www.ptt.cc/bbs/MobileComm/M.1636770421.A.2F5.html](https://www.ptt.cc/bbs/MobileComm/M.1636770421.A.2F5.html),2021-11-13T12:53:00+08:00,[心得] 台星299轉亞太211,亞太問題除了網速慢以外 延遲也高到離譜,ptt_comment,,回文,網速,負向,0,0.0,1,1,1,0,0,0,1,網速,網速
133,亞太,[https://www.ptt.cc/bbs/MobileComm/M.1636770421.A.2F5.html](https://www.ptt.cc/bbs/MobileComm/M.1636770421.A.2F5.html),2021-11-13T12:27:00+08:00,[心得] 台星299轉亞太211,亞太的網速真的是個笑話，之前受不了寧願繳高額違約,ptt_comment,,回文,網速,負向,0,0.0,1,1,0,0,0,0,1,網速,網速
134,亞太,[https://www.ptt.cc/bbs/MobileComm/M.1636770421.A.2F5.html](https://www.ptt.cc/bbs/MobileComm/M.1636770421.A.2F5.html),2021-11-13T11:54:00+08:00,[心得] 台星299轉亞太211,亞太一定要用不綁約，因為隨時可以走人,ptt_comment,,回文,資費,中立,0,0.0,1,0,0,0,0,0,1,資費,資費
135,亞太,[https://www.ptt.cc/bbs/MobileComm/M.1636770421.A.2F5.html](https://www.ptt.cc/bbs/MobileComm/M.1636770421.A.2F5.html),2021-11-13T11:00:00+08:00,台灣之星雙11數據假的厲害,"之前用過188/21M 後來換成現在亞太149 吃到飽不限速
台星還可以，亞太就不太行，常常會卡卡的，因為是固定地區使用，有反應過了，也沒什麼改善
所以寧願付亞太五百多元違約金，改辦台星",ptt_comment,,回文,網速,負向,0,0.0,1,1,0,0,0,0,1,網速,網速
136,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6490160](https://www.mobile01.com/topicdetail.php?f=18&t=6490160),2021-11-12T12:50:00+08:00,[討論] 亞太真的慢,用過亞太，只適合當副門號,mobile01_comment,,回文,其他,負向,0,0.0,0,1,0,0,1,0,1,其他,其他
137,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6489900](https://www.mobile01.com/topicdetail.php?f=18&t=6489900),2021-11-11T23:57:00+08:00,[討論] 亞太真的慢,看地方 我家亞太衝到快100M,mobile01_comment,,回文,網速,正向,0,0.0,0,1,0,0,0,0,1,網速,網速
138,亞太,[https://www.ptt.cc/bbs/MobileComm/M.1636635017.A.CBF.html](https://www.ptt.cc/bbs/MobileComm/M.1636635017.A.CBF.html),2021-11-11T23:20:00+08:00,[討論] 亞太真的慢,一生一定要辦一次亞太,ptt_comment,,回文,其他,正向,0,0.0,0,1,0,0,1,0,1,其他,其他
139,亞太,[https://www.ptt.cc/bbs/MobileComm/M.1636635017.A.CBF.html](https://www.ptt.cc/bbs/MobileComm/M.1636635017.A.CBF.html),2021-11-11T23:05:00+08:00,[討論] 亞太真的慢,亞太 試過都說,ptt_comment,,回文,其他,中立,0,0.0,0,1,0,0,1,0,1,其他,其他
140,亞太,[https://www.ptt.cc/bbs/MobileComm/M.1636635017.A.CBF.html](https://www.ptt.cc/bbs/MobileComm/M.1636635017.A.CBF.html),2021-11-11T21:16:00+08:00,[討論] 亞太真的慢,真心覺得要用過才知慢,ptt_comment,,回文,網速,負向,0,0.0,0,1,0,0,0,0,1,網速,網速
141,亞太,[https://www.ptt.cc/bbs/MobileComm/M.1636635017.A.CBF.html](https://www.ptt.cc/bbs/MobileComm/M.1636635017.A.CBF.html),2021-11-11T21:08:00+08:00,[討論] 亞太真的慢,至少你還跳的出來 我的直接無服務,ptt_comment,,回文,收訊,負向,0,0.0,0,0,1,0,0,0,1,收訊,收訊
142,亞太,[https://www.ptt.cc/bbs/MobileComm/M.1636635017.A.CBF.html](https://www.ptt.cc/bbs/MobileComm/M.1636635017.A.CBF.html),2021-11-11T20:52:00+08:00,Re: [黑特] 亞太,笑了，裡面一點4G就不見了，變成剩下2G弱弱在跑,ptt_comment,,回文,收訊,負向,0,0.0,0,0,1,0,0,0,1,收訊,收訊
143,亞太,[https://www.ptt.cc/bbs/MobileComm/M.1636635017.A.CBF.html](https://www.ptt.cc/bbs/MobileComm/M.1636635017.A.CBF.html),2021-11-11T20:51:00+08:00,Re: [黑特] 亞太,亞太好爛啊…一生只用一次,ptt_comment,,回文,其他,負向,0,0.0,0,0,0,0,1,0,1,其他,其他
144,亞太,[https://www.ptt.cc/bbs/MobileComm/M.1636635017.A.CBF.html](https://www.ptt.cc/bbs/MobileComm/M.1636635017.A.CBF.html),2021-11-11T20:50:15+08:00,Re: [黑特] 亞太,各家都有免費七天的,ptt,,主文,其他,中立,34,38.0,1,0,0,0,1,0,1,其他,其他
145,亞太,[https://www.ptt.cc/bbs/Hate/M.1636628363.A.02C.html](https://www.ptt.cc/bbs/Hate/M.1636628363.A.02C.html),2021-11-11T19:40:00+08:00,Re: [黑特] 亞太,原來有這樣的，長知識了,ptt_comment,,回文,其他,中立,0,0.0,0,0,0,0,1,0,1,其他,其他
146,亞太,[https://www.ptt.cc/bbs/Hate/M.1636628363.A.02C.html](https://www.ptt.cc/bbs/Hate/M.1636628363.A.02C.html),2021-11-11T19:40:00+08:00,Re: [黑特] 亞太,畢竟我也是辦免費的試用門號，要是我不辦了他反而省事,ptt_comment,,回文,其他,中立,0,0.0,1,0,0,0,1,0,1,其他,其他
147,亞太,[https://www.ptt.cc/bbs/Hate/M.1636628363.A.02C.html](https://www.ptt.cc/bbs/Hate/M.1636628363.A.02C.html),2021-11-11T19:06:00+08:00,"不通話,網路每月用不到1G的建議方案","推亞太11∕33∕49?，
現在台星0月租已經不優了，
3G時期曾被每分鐘6元咬過",ptt_comment,,回文,資費,正向,0,0.0,1,0,0,0,0,0,1,資費,資費
148,亞太,[https://www.ptt.cc/bbs/Hate/M.1636628363.A.02C.html](https://www.ptt.cc/bbs/Hate/M.1636628363.A.02C.html),2021-11-11T19:03:00+08:00,"不通話,網路每月用不到1G的建議方案","亞太98 or 99,3M吃到飽
台星就不要去動他,直接新辦亞太就好了",ptt_comment,,回文,資費,正向,0,0.0,1,0,0,0,0,0,1,資費,資費
149,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6489636](https://www.mobile01.com/topicdetail.php?f=18&t=6489636),2021-11-11T17:10:00+08:00,台灣之星解約疑問,亞太無約的沒有299呀！？,mobile01_comment,,回文,資費,中立,0,0.0,1,0,0,0,0,0,1,資費,資費
150,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6489636](https://www.mobile01.com/topicdetail.php?f=18&t=6489636),2021-11-11T17:03:00+08:00,"不通話,網路每月用不到1G的建議方案","如果用不到1G
那收別人的亞太11方案來用吧
如果到時速度不行
應該還可以升級到33方案",mobile01_comment,,回文,資費,正向,0,0.0,1,1,0,0,0,0,1,資費,資費
151,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6489636](https://www.mobile01.com/topicdetail.php?f=18&t=6489636),2021-11-11T15:47:00+08:00,[方案] 台星188 esim雙待,了解，感謝樓上說明，目前應該就是主門號轉亞太49,mobile01_comment,,回文,資費,正向,0,0.0,1,0,0,0,0,0,1,資費,資費
152,亞太,[https://www.ptt.cc/bbs/MobileComm/M.1636525225.A.8C1.html](https://www.ptt.cc/bbs/MobileComm/M.1636525225.A.8C1.html),2021-11-10T18:14:00+08:00,[方案] 台灣之星188/299，亞太211,亞太的話，台北市很多B1樓層沒訊號,ptt_comment,,回文,收訊,負向,0,0.0,1,0,1,0,0,0,1,收訊,收訊
153,亞太,[https://www.ptt.cc/bbs/MobileComm/M.1636525225.A.8C1.html](https://www.ptt.cc/bbs/MobileComm/M.1636525225.A.8C1.html),2021-11-10T14:49:00+08:00,Re: [問卦] 有沒有亞太電信的八卦？,涵蓋率就很夠了 不用擔心郊區的問題,ptt_comment,,回文,收訊,正向,0,0.0,0,0,1,0,0,0,1,收訊,收訊
154,亞太,[https://www.ptt.cc/bbs/Gossiping/M.1636525817.A.ACD.html](https://www.ptt.cc/bbs/Gossiping/M.1636525817.A.ACD.html),2021-11-10T14:35:00+08:00,Re: [問卦] 有沒有亞太電信的八卦？,之前去掃墓 山區的訊號真的有悲劇到,ptt_comment,,回文,收訊,負向,0,0.0,0,0,1,0,0,0,1,收訊,收訊
155,亞太,[https://www.ptt.cc/bbs/MobileComm/M.1636525225.A.8C1.html](https://www.ptt.cc/bbs/MobileComm/M.1636525225.A.8C1.html),2021-11-10T14:33:00+08:00,Re: [問卦] 有沒有亞太電信的八卦？,出了都會區真的很悲劇,ptt_comment,,回文,收訊,負向,0,0.0,0,0,1,0,0,0,1,收訊,收訊
156,亞太,[https://www.ptt.cc/bbs/MobileComm/M.1636480749.A.CE0.html](https://www.ptt.cc/bbs/MobileComm/M.1636480749.A.CE0.html),2021-11-10T07:42:00+08:00,[方案] 平板上網 亞太111 or 台星188,亞太有在車站拉線路 網速還不錯,ptt_comment,,回文,網速,正向,0,0.0,1,1,0,0,0,0,1,網速,網速
157,台灣之星,[https://www.mobile01.com/topicdetail.php?f=18&t=6488590](https://www.mobile01.com/topicdetail.php?f=18&t=6488590),2021-11-10T03:04:00+08:00,[方案] 平板上網 亞太111 or 台星188,台星4G在火車上苗栗到新竹那段幾乎沒訊號,mobile01_comment,,回文,收訊,負向,0,0.0,1,0,1,0,0,0,1,收訊,收訊
158,亞太,[https://www.ptt.cc/bbs/MobileComm/M.1636480749.A.CE0.html](https://www.ptt.cc/bbs/MobileComm/M.1636480749.A.CE0.html),2021-11-10T02:24:00+08:00,亞太電信88元12MB悄悄的續約18個月方案,"這也是亞太讓人垢病的地方。
別家電信商都巴不得用戶續約續繼用。用戶續約時，哪敢多收什麼費用。
就只有亞太，要用戶續約還要收一筆名為設定費的300元。
不是說花不起這300元，只是無故被收這300元奇摩子不爽(又沒更換sim卡什麼的)。",ptt_comment,,回文,資費,負向,0,0.0,1,0,0,0,1,0,1,資費,資費
159,亞太,[https://www.ptt.cc/bbs/MobileComm/M.1636480749.A.CE0.html](https://www.ptt.cc/bbs/MobileComm/M.1636480749.A.CE0.html),2021-11-10T02:16:00+08:00,亞太電信88元12MB悄悄的續約18個月方案,"我想大概可能就只有亞太有收續約設定費了
續約沒有優惠還要收設定費??
醜人多做怪",ptt_comment,,回文,資費,負向,0,0.0,1,0,0,0,1,0,1,資費,資費
160,亞太,[https://www.ptt.cc/bbs/MobileComm/M.1636480749.A.CE0.html](https://www.ptt.cc/bbs/MobileComm/M.1636480749.A.CE0.html),2021-11-10T01:59:07+08:00,亞太電信88元12MB悄悄的續約18個月方案,我跟你申辦的是一模一樣的資費方案，那你等我明年1月24日合約到期後，我肉身測試合約到期後的繳費明細，我再PO上來供你參考好了！,ptt,"彰化,台中,台中",主文,資費,中立,1,34.0,1,0,0,0,0,0,1,資費,資費
161,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6488528](https://www.mobile01.com/topicdetail.php?f=18&t=6488528),2021-11-09T23:11:00+08:00,關於亞太電信5G試用卡,網路試用，所以是沒有通話功能沒有錯,mobile01_comment,,回文,其他,中立,0,0.0,0,0,0,1,1,0,1,其他,其他
162,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6488528](https://www.mobile01.com/topicdetail.php?f=18&t=6488528),2021-11-09T20:49:00+08:00,亞太電信88元12MB悄悄的續約18個月方案,"我的合約是:
專案名稱: 數位門市88勁量吃到飽單門號續約預繳方案18期.
基本資費方案: 4G上網資費696型(12M)
合約到期日 2022/06/21 , 也是不用理他一直到 2023/12月底?",mobile01_comment,,回文,資費,中立,0,0.0,1,0,0,0,0,0,1,資費,資費
163,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6488528](https://www.mobile01.com/topicdetail.php?f=18&t=6488528),2021-11-09T20:25:00+08:00,亞太電信88元12MB悄悄的續約18個月方案,"我的亞太88是18個月方案到明年1月到期，不是終身方案，也問過客服到期後沒有續約資費會恢復到696元，跟你的亞太88方案不一樣吧？你的是終身的嗎？
記得88有很多種方案！有綁12個月的，也有不綁約的，也有一分鐘2元的！",mobile01_comment,,回文,資費,中立,0,0.0,1,0,0,0,0,0,1,資費,資費
164,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6488528](https://www.mobile01.com/topicdetail.php?f=18&t=6488528),2021-11-09T20:02:00+08:00,亞太電信88元12MB悄悄的續約18個月方案,"樓主沒先做功課？
亞太數位門市線上申辦的方案，到期不用續約，可以用到 2023年底。
網路申辦屬於郵購，消保法保障 7天內無理由都可以取消，樓主快去退掉吧。",mobile01_comment,,回文,資費,中立,0,0.0,1,0,0,0,0,0,1,資費,資費
165,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6488528](https://www.mobile01.com/topicdetail.php?f=18&t=6488528),2021-11-09T19:54:00+08:00,亞太電信88元12MB悄悄的續約18個月方案,"天呀！
我是傻子二號
我也是今天下午才續約的，不知可否取消？",mobile01_comment,,回文,資費,中立,0,0.0,1,0,0,0,0,0,1,資費,資費
166,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6488528](https://www.mobile01.com/topicdetail.php?f=18&t=6488528),2021-11-09T19:51:00+08:00,亞太電信88元12MB悄悄的續約18個月方案,"我也是88/12Mbps吃到飽，
我還曾特地問了文字客服，
客服說約滿後一樣原方案能用到2023年底都不會變，
所以你犯傻了。",mobile01_comment,,回文,資費,中立,0,0.0,1,0,0,0,0,0,1,資費,資費
167,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6488528](https://www.mobile01.com/topicdetail.php?f=18&t=6488528),2021-11-09T19:16:00+08:00,亞太電信88元12MB悄悄的續約18個月方案,樓主是合約到期續約，但亞太目前網路方案，都是到期不用續約，一樣繼續享有原合約內容優惠至2023/12/31止，傻了才續約多繳300元設定費。,mobile01_comment,,回文,資費,中立,0,0.0,1,0,0,0,0,0,1,資費,資費
168,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6488528](https://www.mobile01.com/topicdetail.php?f=18&t=6488528),2021-11-09T19:08:00+08:00,亞太電信88元12MB悄悄的續約18個月方案,我有跟你一樣的88亞太 但我記得這個到期不改約照走也 你續約後有比較好嗎？,mobile01_comment,,回文,資費,中立,0,0.0,1,0,0,0,0,0,1,資費,資費
169,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6488528](https://www.mobile01.com/topicdetail.php?f=18&t=6488528),2021-11-09T18:16:00+08:00,亞太電信88元12MB悄悄的續約18個月方案,"我是去年1111的11 就是1分鐘2塊的11
後來我也是續約88
因為完全沒再打電話 續88後卡片插在平板上
01很多人就是不爽那個300設定費",mobile01_comment,,回文,資費,中立,0,0.0,1,0,0,0,1,0,1,資費,資費
170,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6488528](https://www.mobile01.com/topicdetail.php?f=18&t=6488528),2021-11-09T18:11:00+08:00,亞太電信88元12MB悄悄的續約18個月方案,"你憑白無故的浪費了300元，亞太目前的網路方案綁約到期後，都還可以繼續享相同資費內容至2023/12/31，我目前就是亞太88/12Mbps吃到飽，合約明年1月才到期，亞太從8月份開始，就每隔一星期寄一封，要我續約一模一樣資費內容的88/12Mbps，沒想到還真有人會上當，中了亞太洗300元設定費的招。
我目前都還在88/12Mbps的合約當中耶，還要續什麼約啊！
亞太老客戶注意！只限3天，超狂加碼優惠空襲警報權益通知！8/10~8/12登錄，只要＄88，加碼送10GB不限速流量，到量後享12Mbps吃到飽，再送網外市話30分鐘，專屬特惠錯過可惜~亞太電信限定此門號優惠，轉發無效。免出門線上安心申辦登錄網址 https://lihi1.cc/Axx1m (首次登入，請以忘記密碼方式重設密碼)",mobile01_comment,,回文,資費,中立,0,0.0,1,0,0,0,1,0,1,資費,資費
171,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6488528](https://www.mobile01.com/topicdetail.php?f=18&t=6488528),2021-11-09T17:59:00+08:00,申請亞太的5G體驗卡卻完全收不到5G的訊號,上禮拜去奇美遠傳5G可以用@@不過台南的5G訊號分布確實比較零碎,mobile01_comment,,回文,5G,負向,0,0.0,0,0,1,1,0,0,2,,"收訊,5G"
172,亞太,[https://www.ptt.cc/bbs/Gossiping/M.1636429722.A.732.html](https://www.ptt.cc/bbs/Gossiping/M.1636429722.A.732.html),2021-11-09T11:49:00+08:00,"低資費奈米戶請問電信方案, 求教","亞太有一個方式可以試試看！！
不保證一定會有，只是提出來參考．
就是可以先申辦一個低資費無綁約方案，等開通一陣子後，再去點續約的連結，或許就會有更好的資費方案可以申辦．
要低資費的原因是，他續約的方案都是比原資費高的方案，所以一開始選高資費的話，基本就是從那個價格開始給續約的方案．．．",ptt_comment,,回文,資費,中立,0,0.0,1,0,0,0,0,0,1,資費,資費
173,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6487936](https://www.mobile01.com/topicdetail.php?f=18&t=6487936),2021-11-09T11:16:00+08:00,"低資費奈米戶請問電信方案, 求教","看到樓上建議說雙11未到不要絕望, 突然想到, 如果我今天申請亞太試用, 到11那天如果真的有好方案, 我也是可以申請對嗎, 應該不至於試用期就不能申請吧",mobile01_comment,,回文,資費,中立,0,0.0,1,0,0,0,1,0,1,資費,資費
175,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6487936](https://www.mobile01.com/topicdetail.php?f=18&t=6487936),2021-11-09T10:49:00+08:00,申請亞太的5G體驗卡卻完全收不到5G的訊號,"昨天下班去亞太直營店申請亞太7天的5G體驗卡，
但是我在台南市區卻完全收不到5G訊號，
頂多只有4G+而已，
之前申請體驗中華或是台哥大都有5G的訊號，
為什麼偏偏只有亞太完全沒有5G的訊號？
PS.我目前是台灣之星5G，在台南市區也是可以有5G訊號沒問題。",mobile01_comment,,回文,資費,中立,0,0.0,0,0,1,1,0,0,2,,"收訊,5G"
176,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6488050](https://www.mobile01.com/topicdetail.php?f=18&t=6488050),2021-11-09T10:48:00+08:00,給媽媽用的話，是不是選擇亞太111？,"12樓提到的自由選方案是你不確定此用量時比較妥當的方案
要確定的話先去拿你媽的手機/帳單看最近幾個月的通話/上網量
再來辦亞太試用卡並且插到你媽的手機上由她親自試用
訊號確定OK且有確切數字後推薦其他方案才有意義",mobile01_comment,,回文,資費,中立,0,0.0,1,0,1,0,0,0,2,,"資費,收訊"
177,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6487894](https://www.mobile01.com/topicdetail.php?f=18&t=6487894),2021-11-09T10:06:00+08:00,"低資費奈米戶請問電信方案, 求教","亞太 98元 +1
如果只是要上網、line網路電話的話，網外市話免費就不是那麼重要了，
上網才是重要的吧！上網免費8G 應該才是你需要的，
超量降速3M吃到飽其實也是夠用了，
而且不綁約的話，就等於是終身的意思，覺的好用就一直用下去，費率不變，
不好用的話，就攜碼去別家也行，進退皆宜。
重點，還便宜1元，哈哈哈XD",mobile01_comment,,回文,資費,中立,0,0.0,1,0,0,0,0,0,1,資費,資費
178,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6487894](https://www.mobile01.com/topicdetail.php?f=18&t=6487894),2021-11-09T09:43:00+08:00,給媽媽用的話，是不是選擇亞太111？,"亞太喔依自己多年使用經驗
有訊號的時候速度不錯，但是很常遇到連訊號都沒有，或者訊號滿格但是連上個文字網頁都跑不出來
尤其像那種大賣場鐵皮屋之類的地方滿常遇到的",mobile01_comment,,回文,資費,負向,0,0.0,1,0,1,0,0,0,1,收訊,收訊
179,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6487901](https://www.mobile01.com/topicdetail.php?f=18&t=6487901),2021-11-09T09:39:00+08:00,給媽媽用的話，是不是選擇亞太111？,"111要綁約1年，因你還不確定亞太收訊怎樣？建議辦亞太自由選不綁約。
每個月都可以變更資費，覺得5M 149不夠快，就調成199 12M，若收訊不好就NP出去。若家裡有WiFi就改成99月租。
自由比較重要，差沒那一點錢…",mobile01_comment,,回文,資費,中立,0,0.0,1,0,1,0,0,0,2,,"資費,收訊"
180,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6487901](https://www.mobile01.com/topicdetail.php?f=18&t=6487901),2021-11-09T09:25:00+08:00,給媽媽用的話，是不是選擇亞太111？,"可以先去申請試用啊
如果收訊不錯~111資費我覺得就很夠用了",mobile01_comment,,回文,資費,中立,0,0.0,1,0,1,0,0,0,2,,"資費,收訊"
181,台灣之星,[https://www.mobile01.com/topicdetail.php?f=18&t=6487894](https://www.mobile01.com/topicdetail.php?f=18&t=6487894),2021-11-09T08:41:00+08:00,"台灣之星今年雙11""經典資費""188 卻是歷年最差方案內容","原本的188到明年5月11就要到期,我相信很多人也是,用這麼久說真的,便宜是有便宜,但是常常10m不到的速度,讓我去年一度想解約跳槽到211,去年沒跳真是大失誤,幸好還有送100分鐘超過1分1塊讓我安慰自己,當我需要打的時候很便宜,實際上是現在人打得少都用社群通話用的都是網路,就是擺好看的
以前一直被台星推薦多辦一門0月租就辦了,誰知中了套路,導致去年的188要加辦94還不行,卡門數限制,雙11活動結束,就去把花了500成本的號碼找時間退掉,打算今年續約再加辦,就算是必須重辦也可以,用家人的名義再重辦一組188+94,等明年5月到期再退掉自己的
結果,今天看到一分鐘6塊,這是什麼鬼費率,真還把自己當三大,長臉了,沒退掉就不錯了敢開三大的資費真是找死,很多人覺得299的5G很便宜,是,前提是要1.有5G該有的速度2.分享不能卡20G流量,問題是有條件嗎?沒有,當人家用188你多花111,也為了用5G買了新手機,卻幾乎常常用著跟人家一樣的速度,連分享還被限制比4G還不如,哪來的勇氣給你台星開一分鐘6塊的資費,還縮水,畫費從每分一元漲到2元就算了,贈送的100分竟然還剩下30分,其實只要是老客戶,大家都心知肚明台星原本就有不成文超過100G就會降速的天險,這不用懷疑,哪天你遇到,你會自己想解約花錢走人,不走就不錯了,自己先天的頻譜跟條件要認清,你的客群在哪裡要清楚,不是你的,搶來就要感恩了,還想擺高姿態,當作市場只剩下自己?說難聽上不上下不下,比三大不如比亞太有餘罷了,如果到雙11結束局勢未變,遠傳也不出211出來搶,今年肯定亞太是大贏家了
說這麼多只是發發牢騷,既然被搞了兩年,不給機會,也該醒醒了,明年年中合約到期,就退掉這個食之無味棄之可惜,想便宜又一天到晚被我抱怨的號碼,反正還有遠傳親子可跳,通話也還行,1.8還可以,畢竟人家是三大通話又穩定,終於到了要換的時候,想當初全家6~8門都是台哥大,這幾年台哥大訊號真是爛的可以,於是部分搬到台星部分遠傳,什麼網內互打,其實家人都用LINE講電話連絡,也少用到,畢竟留文字不容易吵架也不用急迫回,如果今年都沒好方案,終於又要大搬家,搬到遠傳好了家裡就算收不好還可以有VoWiFi 可以解決,至少心情好一點,也不用再為了這不到10m的速度受氣也是不錯",mobile01_comment,,回文,資費,負向,0,0.0,1,1,0,0,0,0,2,,"資費,網速"
182,亞太,[https://www.ptt.cc/bbs/MobileComm/M.1636379500.A.E11.html](https://www.ptt.cc/bbs/MobileComm/M.1636379500.A.E11.html),2021-11-09T07:33:00+08:00,"低資費奈米戶請問電信方案, 求教","亞太99 不綁約比較優啦...
（2021-11-30 前還能辦）
3M吃到飽+50分鐘+$1/分",ptt_comment,,回文,資費,正向,0,0.0,1,0,0,0,0,0,1,資費,資費
183,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6487894](https://www.mobile01.com/topicdetail.php?f=18&t=6487894),2021-11-09T06:46:00+08:00,"低資費奈米戶請問電信方案, 求教","亞太98+1
不過建議先去辦張亞太體驗卡，測試一下你生活圈的收訊情況，要辦再來辦！",mobile01_comment,,回文,資費,正向,0,0.0,1,0,1,0,0,0,2,,"資費,收訊"
184,亞太,[https://www.mobile01.com/topicdetail.php?f=18&t=6488050](https://www.mobile01.com/topicdetail.php?f=18&t=6488050),2021-11-09T03:44:00+08:00,"低資費奈米戶請問電信方案, 求教","亞太有VoWiFi，而且亞太的VoWiFi能收發簡訊
光這點就贏了...
(你平時都在WiFi環境，VoWiFi好用)
更何況你貼出來的規格比較，亞太也贏",mobile01_comment,,回文,資費,正向,0,0.0,0,0,0,0,1,0,1,其他,其他
